ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0052547,regulation of peptidase activity,32/857,407/23843,3.2703781517346899e-05,0.0011678826977796299,0.00093727531733514601,Serpine2/Mtch2/Cst3/Csnk2a1/Pcsk1n/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Nrd1/Pebp1/Cav1/Cycs/Arl6ip5/Gapdh/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Ctsh/Gpx1/Ppp2ca/Prelid1/Psma3/App/Mbp,32
GO:0051188,cofactor biosynthetic process,21/857,216/23843,3.7302989340825501e-05,0.0013214270938434001,0.00106050119680002,Mtch2/Pgk1/Alad/Atpif1/Nadk/Hk2/Tpi1/Gapdh/Ndufa9/Gpi1/Mif/Acat1/Pkm/Nmnat3/Aldoc/Acly/Slc25a39/Dld/Gpd1/Mpc1/Pgam1,21
GO:0006096,glycolytic process,11/857,70/23843,3.7832465671793003e-05,0.0013214270938434001,0.00106050119680002,Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1,11
GO:0045931,positive regulation of mitotic cell cycle,17/857,153/23843,3.7870695535656503e-05,0.0013214270938434001,0.00106050119680002,Nusap1/Dynlt3/Ddx3x/Larp7/Eif4e/Anp32b/Rcc2/Pebp1/Asns/Ccnd2/Eif4ebp1/Rgcc/Rdx/Tmod3/Hes1/App/Rpl17,17
GO:0006757,ATP generation from ADP,11/857,71/23843,4.33315126503519e-05,0.00150051776003605,0.0012042290397645699,Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1,11
GO:0042273,ribosomal large subunit biogenesis,12/857,84/23843,4.5129546143911001e-05,0.0015416767564234901,0.0012372608771858899,Rpl12/Rpl35/Rpl10/Rpl6/Nhp2/Rpl26/Rpl23a/Rpl38/Nsa2/Rpl35a/Rpl24/Gm10036,12
GO:0015991,ATP hydrolysis coupled proton transport,7/857,28/23843,4.6212323250237603e-05,0.0015416767564234901,0.0012372608771858899,Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e,7
GO:0090662,ATP hydrolysis coupled transmembrane transport,7/857,28/23843,4.6212323250237603e-05,0.0015416767564234901,0.0012372608771858899,Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e,7
GO:0099131,ATP hydrolysis coupled ion transmembrane transport,7/857,28/23843,4.6212323250237603e-05,0.0015416767564234901,0.0012372608771858899,Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e,7
GO:0099132,ATP hydrolysis coupled cation transmembrane transport,7/857,28/23843,4.6212323250237603e-05,0.0015416767564234901,0.0012372608771858899,Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e,7
GO:0072330,monocarboxylic acid biosynthetic process,22/857,236/23843,4.6694712394058197e-05,0.0015416767564234901,0.0012372608771858899,Acadl/Ptgds/Mtch2/Pgk1/Asns/Hk2/Mgll/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Tecr/Pkm/Acadvl/Aldoc/Acly/Fasn/Gpd1/Qk/Pgam1,22
GO:0034655,nucleobase-containing compound catabolic process,31/857,396/23843,4.6881003969123797e-05,0.0015416767564234901,0.0012372608771858899,Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1,31
GO:0051651,maintenance of location in cell,13/857,98/23843,4.8852052870178002e-05,0.00159501952621131,0.0012800707086659401,Hspa5/Tmsb4x/Txn1/Cav1/Tmsb10/Hk2/Apoe/Ftl1/Tnrc6a/Ank3/Os9/Mprip/Fth1,13
GO:0044270,cellular nitrogen compound catabolic process,33/857,435/23843,5.0170446087255401e-05,0.00162050634898262,0.00130052496314395,Acadl/Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1,33
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,20/857,204/23843,5.0341697999460102e-05,0.00162050634898262,0.00130052496314395,Mtch2/Csnk2a1/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Cycs/Arl6ip5/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca,20
GO:0046434,organophosphate catabolic process,19/857,188/23843,5.0961561488563701e-05,0.00162898809485472,0.0013073319233540301,Idh1/Prdx6/Mtch2/Pgk1/Vcp/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Dctpp1/Mif/Nudt4/Ldlr/Pkm/Aldoc/Cnp/Gpd1/Pgam1,19
GO:0032970,regulation of actin filament-based process,30/857,380/23843,5.2947117330479601e-05,0.0016797116968455799,0.0013480397617720099,Pam/Atp1a2/Phpt1/Sptan1/Dstn/Flna/Gpm6b/Tmsb4x/Pfn2/S100a10/Wasf2/Cdc42/Sri/Epha5/Arpc3/Cav1/Capza2/Tmsb10/Arpc4/Cnn2/Rgcc/Rdx/Tpm1/Tmod3/Tmod2/Ctsl/Mef2c/Rasa1/Pik3r1/Rhoj,30
GO:0051156,glucose 6-phosphate metabolic process,6/857,20/23843,5.3283350698448801e-05,0.0016797116968455799,0.0013480397617720099,Rpe/Tpi1/Gpi1/Taldo1/Tkt/Pgam1,6
GO:0033157,regulation of intracellular protein transport,24/857,273/23843,5.5353722370295e-05,0.0017330264722919099,0.0013908271266076301,Psmb7/Prnp/Bcap31/Pdcd10/Txn1/Cdkn2a/Atpif1/Cdc42/Chchd4/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Os9/Nutf2/Uaca/Zic1/Ppp2ca/Ddx5/Hsp90aa1/Srebf2/Hes1/Camk4,24
GO:0051100,negative regulation of binding,17/857,158/23843,5.7062870397983197e-05,0.001774383541423,0.00142401792579285,Ckmt1/B2m/Larp7/Cdkn2a/Id3/Sri/Lrpap1/Actb/Cav1/Camk1/Bax/Hmox1/Hnrnpk/Id2/Sox11/Tmbim6/Hes1,17
GO:0045837,negative regulation of membrane potential,5/857,13/23843,5.9985754012941103e-05,0.0018517352630519799,0.0014860959577510701,Mtch2/Ptn/Arl6ip5/Mapt/Prelid1,5
GO:0042177,negative regulation of protein catabolic process,14/857,114/23843,6.0360655041510499e-05,0.0018517352630519799,0.0014860959577510701,Pdcl3/Serpine2/Cst3/Flna/Sdcbp/Alad/Cdkn2a/Atraid/Sirt2/Os9/Gabarapl2/Anxa2/Rpl23/Usp14,14
GO:0051402,neuron apoptotic process,24/857,275/23843,6.2124408685639099e-05,0.0018853529004674401,0.0015130755352690301,Set/Kcnip3/Prnp/Cited1/Cdc42/Fzd9/Chl1/Gapdh/Ube2m/Apoe/Gpi1/Bax/E030030I06Rik/Hmox1/Prdx2/Mt1/Gpx1/Ntrk2/Mef2c/Alkbh1/Lgmn/Ube2v2/App/Ppp2r2b,24
GO:0015672,monovalent inorganic cation transport,34/857,459/23843,6.22814018749908e-05,0.0018853529004674401,0.0015130755352690301,Cox5b/Serpine2/Atp1b1/Atp1a2/Kcnj10/Atp5c1/Commd3/Kcnip3/Prnp/Flna/Atp6ap1/Maged2/Atp5f1/Kcna2/Atp6v0b/Atp5k/Cav1/Atp6v1f/Atp6v0e2/Scn1b/Ank3/Mif/Atp5b/Cd63/Slc25a4/Atp6v0d1/Atp5l/Fxyd6/Atp5h/Nnt/Cntn1/Atp5o/Atp6v0e/Atp5a1,34
GO:0006458,'de novo' protein folding,9/857,50/23843,6.3984074713029996e-05,0.0019038796850277099,0.0015279440643695501,Hspe1/Hspa5/Cct3/Cct7/Chchd4/Hspa8/Cct5/St13/Cct8,9
GO:0014015,positive regulation of gliogenesis,11/857,74/23843,6.4142960291898405e-05,0.0019038796850277099,0.0015279440643695501,Serpine2/Rheb/Ptprz1/Zfp365/Trf/Id2/Etv5/Hes1/App/Olig2/Qk,11
GO:0042866,pyruvate biosynthetic process,11/857,74/23843,6.4142960291898405e-05,0.0019038796850277099,0.0015279440643695501,Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Mif/Pkm/Aldoc/Gpd1/Pgam1,11
GO:0052548,regulation of endopeptidase activity,28/857,349/23843,7.0407024367504995e-05,0.0020763258605410698,0.0016663394222122599,Serpine2/Mtch2/Cst3/Csnk2a1/Pcsk1n/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Nrd1/Cycs/Arl6ip5/Gapdh/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca/Prelid1/Psma3/Mbp,28
GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,19/857,193/23843,7.2772369443438394e-05,0.0021323237226022898,0.0017112800776679,Pdcl3/Psmd14/Bcap31/Sdcbp/Vcp/Alad/Cdkn2a/Atpif1/Sirt2/Ctsc/Os9/Gabarapl2/Gpx1/Rpl23/Plk2/Trib2/Ube2v2/Dlgap1/Usp14,19
GO:0000082,G1/S transition of mitotic cell cycle,18/857,177/23843,7.3432833733147595e-05,0.0021379712292625302,0.00171581244089855,Dgkz/Ddx3x/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Ccnd2/Tcf3/Eif4ebp1/Rgcc/Rdx/Rps27l/Cdc25a/Rpl26/Plk2/Id2/Rpl17,18
GO:0045185,maintenance of protein location,13/857,102/23843,7.4529894056804804e-05,0.00215617813755478,0.00173042425574926,Hspa5/Flna/Tmsb4x/Creb3/Txn1/Sri/Cav1/Tmsb10/Hk2/Tnrc6a/Ank3/Os9/Mprip,13
GO:0055076,transition metal ion homeostasis,15/857,131/23843,7.5505562475651101e-05,0.0021661574412068499,0.00173843306948977,B2m/Prnp/Atp6ap1/Atp6v1g1/Ftl1/Hmox1/Mt1/Atp6v0d1/Slc22a17/Aplp2/Trf/Atox1/App/Ndfip1/Fth1,15
GO:1901361,organic cyclic compound catabolic process,35/857,483/23843,7.5822618812753406e-05,0.0021661574412068499,0.00173843306948977,Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Spp1/Hk2/Tpi1/Gapdh/Cnot3/Apoe/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Acaa1a/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1,35
GO:0016052,carbohydrate catabolic process,14/857,117/23843,8.0400606728665901e-05,0.0022786002435434198,0.0018286731795988001,Rpe/Mtch2/Pgk1/Hk2/Tpi1/Gapdh/Gpi1/Ldha/Mif/Pkm/Gm2a/Aldoc/Gpd1/Pgam1,14
GO:0071824,protein-DNA complex subunit organization,20/857,211/23843,8.0755466955597096e-05,0.0022786002435434198,0.0018286731795988001,Ptma/Hjurp/H3f3a/Set/Swi5/Anp32b/Itgb3bp/Psmc2/Nap1l5/Smarcb1/Nap1l1/Psmc6/Hist3h2ba/Rpl23/Psmc5/Sox9/H3f3b/Hist1h1b/Psmc1/Tcf4,20
GO:0006605,protein targeting,26/857,317/23843,8.8096606017093703e-05,0.00247048825830758,0.0019826714366778901,Psmb7/Prnp/Arxes1/Sec62/Ssr2/Cdkn2a/Atpif1/Scarb2/Chchd4/Wbp11/Psmd8/Spcs2/Arl6ip1/Uqcrc2/Ank3/Os9/Timm44/Ndufa13/Spcs1/Hspa8/Myo6/Ywhaq/Hsp90aa1/Srebf2/Hes1/Ppp2r2b,26
GO:0098754,detoxification,8/857,41/23843,8.9806920625059206e-05,0.0025030941108362499,0.0020088390139815899,Prdx6/Gstm5/Adh5/Prdx1/Prdx2/Mt1/Esd/Acaa1a,8
GO:0043248,proteasome assembly,5/857,14/23843,9.0551097180427098e-05,0.0025085397891620102,0.0020132094014276799,Adrm1/Psmd4/Pomp/Psmd8/Psmd13,5
GO:1902903,regulation of supramolecular fiber organization,27/857,336/23843,9.1708405808309303e-05,0.00251751678430836,0.0020204138201509901,Sptan1/Dstn/Flna/Tmsb4x/Mid1/Pfn2/S100a10/Wasf2/Arpc3/Cav1/Capza2/Tmsb10/Arpc4/Apoe/Rgcc/Ldlr/Hspa8/Cryab/Rdx/Tpm1/Tmod3/Tmod2/Mapt/Mef2c/Rasa1/Pik3r1/App,27
GO:0007626,locomotory behavior,22/857,247/23843,9.1976657838437195e-05,0.00251751678430836,0.0020204138201509901,Prex2/Tnr/Atp1a2/Kcnj10/Elavl4/Uchl1/Chl1/Ccnd2/Apoe/Nav2/Apba2/Cend1/Aplp2/Hexa/Myo6/Zic1/Cnp/Mapt/Id2/Ntan1/Etv5/App,22
GO:0042274,ribosomal small subunit biogenesis,11/857,77/23843,9.2989447146905399e-05,0.00252677812186372,0.0020278464356976102,Rps21/Rps6/Rps8/Rps16/Rps17/Rps24/Rps27l/Rpl38/Rps2/Rps14/Pdcd11,11
GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",7/857,31/23843,9.3420586872668894e-05,0.00252677812186372,0.0020278464356976102,Atp1a2/Atp6ap1/Atp6v0b/Atp6v1f/Atp6v0e2/Atp6v0d1/Atp6v0e,7
GO:0050808,synapse organization,27/857,337/23843,9.6374747897459494e-05,0.0025913468978781599,0.00207966561252413,Tnr/Prnp/Cdc42/Epha5/Fzd9/Actb/Ptn/Camk1/Apoe/Lrrtm3/Zfp365/Ank3/Gpm6a/Sept7/Cadm1/Myo6/Tpbg/C1ql1/Mapt/Hnrnpk/Ntrk2/Mef2c/Ube2v2/Etv5/App/Malat1/Abhd17b,27
GO:0044419,interspecies interaction between organisms,31/857,412/23843,9.7470850936745397e-05,0.00260114924261168,0.0020875324092394201,Ssb/Ddx3x/Rab9/Chmp5/Vcp/Creb3/Rraga/Cav1/Chmp3/Gapdh/Trim28/Chmp2a/Apoe/Eif3f/Vta1/Smarcb1/Ptbp1/Ctsb/Hspa8/Ppib/Anxa2/Gpx1/Top2a/Ddx5/P4hb/Rpl30/Pabpc1/Lgals1/Pcbp2/Vapa/Banf1,31
GO:0014013,regulation of gliogenesis,15/857,134/23843,9.7877416261038901e-05,0.00260114924261168,0.0020875324092394201,Serpine2/Rheb/Ptprz1/Ptn/Sirt2/Zfp365/Ldlr/Trf/Id2/Sox11/Etv5/Hes1/App/Olig2/Qk,15
GO:0036503,ERAD pathway,12/857,91/23843,0.000100180557666959,0.0026469672202061802,0.00212430327635748,Hspa5/Bcap31/Vcp/Fbxo2/Psmc2/Hsp90b1/Os9/Psmc6/Sdf2/Psmc5/Psmc1/Usp14,12
GO:2000177,regulation of neural precursor cell proliferation,13/857,105/23843,0.00010079475020452,0.0026478896734762202,0.0021250435841666899,Rsu1/Pax6/Flna/Sox2/Gng5/Fzd9/Ptprz1/Sirt2/Cend1/Trf/Id2/Six3/Ctnna1,13
GO:0031346,positive regulation of cell projection organization,32/857,434/23843,0.00011039936574500799,0.00287708872357469,0.0023089855269854101,Serpine2/Hspa5/Elavl4/Wasf2/Cdc42/Scarb2/Ptprz1/Ptn/Camk1/Apoe/Scn1b/Eif4g2/Ahi1/Mif/Ptbp1/Gpm6a/Sept7/Fez1/Mns1/Nme1/Grn/Mapt/Tubb2b/Hnrnpk/Ntrk2/Hsp90aa1/Cntn1/Ube2v2/Qk/Metrn/Syt4/Dpysl3,32
GO:2001233,regulation of apoptotic signaling pathway,30/857,396/23843,0.00011125057880184201,0.00287708872357469,0.0023089855269854101,Mtch2/Ndufs3/Pdia3/Serinc3/Ddx3x/Slc25a5/Bcap31/Maged1/Dnaja1/Creb3/Atpif1/Cav1/Ybx3/Bax/Ctsc/Mif/Ndufa13/Hmox1/Prdx2/Ctsh/Gpx1/Rpl26/Sept4/P4hb/Prelid1/Hnrnpk/Siva1/Grina/Tmbim6/Ctnna1,30
GO:0050678,regulation of epithelial cell proliferation,27/857,340/23843,0.000111676748272483,0.00287708872357469,0.0023089855269854101,Pdcl3/Pax6/Maged1/Sox2/Pdcd10/Nras/F3/Cdkn2a/Atpif1/Cdc42/Cav1/Ptn/Ccnd2/Apoe/Bax/Hmox1/Rgcc/Gpx1/Nme1/Grn/Sox9/Ctsl/Mef2c/Sox11/Hes1/Hmgn1/Atp5a1,27
GO:0010952,positive regulation of peptidase activity,16/857,151/23843,0.00011203714565659501,0.00287708872357469,0.0023089855269854101,Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Cycs/Arl6ip5/Bax/Ndufa13/Uaca/Rps27l/Ctsh/Ppp2ca/Prelid1/Mbp,16
GO:2000116,regulation of cysteine-type endopeptidase activity,21/857,234/23843,0.000118390744828166,0.0030071885224775999,0.00241339612449987,Mtch2/Cst3/Csnk2a1/Ddx3x/Bcap31/Sox2/F3/Vcp/Anp32b/Cdkn2a/Cycs/Arl6ip5/Gpi1/Bax/Arl6ip1/Ndufa13/Cryab/Uaca/Rps27l/Gpx1/Ppp2ca,21
GO:0019439,aromatic compound catabolic process,33/857,455/23843,0.00011841914986785601,0.0030071885224775999,0.00241339612449987,Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Acaa1a/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1,33
GO:0006098,pentose-phosphate shunt,5/857,15/23843,0.00013181257881805599,0.0032880914889099901,0.0026388326495069198,Rpe/Tpi1/Taldo1/Tkt/Pgam1,5
GO:0040034,"regulation of development, heterochronic",5/857,15/23843,0.00013181257881805599,0.0032880914889099901,0.0026388326495069198,Serpine2/Pax6/Hmgn2/Hes1/Hmgn1,5
GO:1904874,positive regulation of telomerase RNA localization to Cajal body,5/857,15/23843,0.00013181257881805599,0.0032880914889099901,0.0026388326495069198,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:1905897,regulation of response to endoplasmic reticulum stress,10/857,67/23843,0.00013235809099965801,0.0032880914889099901,0.0026388326495069198,Serinc3/Bcap31/Creb3/Tmem33/Bax/Os9/Pik3r1/Grina/Tmbim6/Usp14,10
GO:0016485,protein processing,22/857,255/23843,0.00014613937347833199,0.0036108274387538202,0.0028978419150611002,Serpine2/Scg5/Pcsk1n/Atp6ap2/Pgk1/Arxes1/F3/Prkacb/Mmp16/Tmem59/Psenen/Spcs2/Uqcrc2/Plat/Cpe/Tmem208/Spcs1/Ctsh/Uqcrc1/Ctsl/Lgmn/Sec11c,22
GO:0046700,heterocycle catabolic process,32/857,441/23843,0.00014799760867674301,0.0036305970654438701,0.00291370787759718,Ssb/Mtch2/Pgk1/Vcp/Cdkn2a/Elavl4/Hk2/Tpi1/Gapdh/Cnot3/Gpi1/Bax/Ldha/Dctpp1/Mif/Ptbp1/Lsm7/Nudt4/Hmox1/Pkm/Aldoc/Cnp/Ddx5/Hnrnpa0/Pabpc1/Eif3e/Gpd1/Rnaset2a/Qk/Rnps1/Khsrp/Pgam1,32
GO:0044242,cellular lipid catabolic process,18/857,187/23843,0.00014852803571166099,0.0036305970654438701,0.00291370787759718,Idh1/Acadl/Dbi/Prdx6/Hadhb/Mgll/Apoe/Sirt2/Etfb/Ldlr/Acat1/Hexa/Pccb/Acad11/Acaa1a/Gm2a/Acadvl/Acat2,18
GO:0008380,RNA splicing,28/857,365/23843,0.000150953911601617,0.0036413506975065198,0.0029223381226750399,Sf3b1/Prdx6/Aqr/Raly/Prpf38a/Bud31/Hnrnpa2b1/Wbp11/Gemin7/Snrpn/Rps13/Ptbp1/Lsm7/Rtcb/Hspa8/Ddx5/Prpf4b/Hnrnpk/Pik3r1/Pabpc1/Khdrbs3/Tmbim6/Qk/Rnps1/Srsf3/Hnrnpm/Khsrp/Malat1,28
GO:0045732,positive regulation of protein catabolic process,19/857,204/23843,0.00015186264385290199,0.0036413506975065198,0.0029223381226750399,Csnk2a1/Bcap31/Vcp/Nrd1/Atpif1/Apoe/Sirt2/Ctsc/Cd81/Oaz1/Ndufa13/Ldlr/Rdx/Sox9/Plk2/Trib2/Hsp90aa1/Ube2v2/Ndfip1,19
GO:0071103,DNA conformation change,19/857,204/23843,0.00015186264385290199,0.0036413506975065198,0.0029223381226750399,Hjurp/H3f3a/Set/Nusap1/Ncaph/Anp32b/Cdkn2a/Itgb3bp/Gatad1/Mcm7/Hnrnpa2b1/Nap1l5/Ncapd2/Nap1l1/Hist3h2ba/Top2a/Sox9/H3f3b/Hist1h1b,19
GO:0006323,DNA packaging,17/857,171/23843,0.000152154448309723,0.0036413506975065198,0.0029223381226750399,Hjurp/H3f3a/Set/Nusap1/Ncaph/Anp32b/Cdkn2a/Itgb3bp/Gatad1/Nap1l5/Ncapd2/Nap1l1/Hist3h2ba/Top2a/Sox9/H3f3b/Hist1h1b,17
GO:0007015,actin filament organization,29/857,385/23843,0.000158608996668734,0.0037760506446499198,0.0030304405339393599,Myo1b/Sptan1/Dstn/Flna/Tmsb4x/Pfn2/S100a10/Wasf2/Cdc42/Arpc3/Capza2/Tmsb10/Arpc4/Inppl1/Hsp90b1/Tpm4/Rgcc/Tpm3-rs7/Rdx/Tpm1/Tmod3/Tmod2/Trf/Rasa1/Pik3r1/Rhoj/Itgb5/Ctnna1/Dpysl3,29
GO:0006081,cellular aldehyde metabolic process,10/857,69/23843,0.000170126792358873,0.0040292723723959097,0.0032336616927770602,Idh1/Rpe/Adh5/Tpi1/Gpi1/Taldo1/Tkt/Esd/Haghl/Pgam1,10
GO:0051260,protein homooligomerization,27/857,349/23843,0.00017145644087630501,0.0040309080484645004,0.0032349743920825299,Acadl/Pam/Kcnj10/Prnp/Anxa5/Kcna2/Vcp/Alad/Cav1/Slc6a1/Chmp2a/Apoe/Bax/Dctpp1/Mif/Hmox1/Cryab/Acat1/Pkm/Aldoc/Sept4/Mapt/Dcxr/St13/Atxn10/App/Dpysl3,27
GO:0045862,positive regulation of proteolysis,25/857,312/23843,0.00017195954264943701,0.0040309080484645004,0.0032349743920825299,Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Nrd1/Atpif1/Cycs/Arl6ip5/Apoe/Sirt2/Bax/Ctsc/Ndufa13/Hspa8/Uaca/Rps27l/Ctsh/Ppp2ca/Prelid1/Plk2/Trib2/Ube2v2/Mbp,25
GO:0061351,neural precursor cell proliferation,17/857,173/23843,0.00017517195455668999,0.0040852602259113897,0.00327859431595094,Rsu1/Pax6/Flna/Sox2/Gng5/Dock7/Fzd9/Ptprz1/Sirt2/Cend1/Fabp7/Rpgrip1/Trf/Grn/Id2/Six3/Ctnna1,17
GO:0044843,cell cycle G1/S phase transition,18/857,190/23843,0.000181423875548766,0.0042095864727584101,0.0033783713934675301,Dgkz/Ddx3x/Larp7/Eif4e/Anp32b/Rps6/Cdkn2a/Ccnd2/Tcf3/Eif4ebp1/Rgcc/Rdx/Rps27l/Cdc25a/Rpl26/Plk2/Id2/Rpl17,18
GO:0032956,regulation of actin cytoskeleton organization,26/857,334/23843,0.000203695421758745,0.0047024837013092098,0.0037739422904265098,Pam/Phpt1/Sptan1/Dstn/Flna/Gpm6b/Tmsb4x/Pfn2/S100a10/Wasf2/Cdc42/Epha5/Arpc3/Capza2/Tmsb10/Arpc4/Rgcc/Rdx/Tpm1/Tmod3/Tmod2/Ctsl/Mef2c/Rasa1/Pik3r1/Rhoj,26
GO:0060041,retina development in camera-type eye,16/857,159/23843,0.00020476354189206399,0.0047033876883850502,0.00377466777833294,Pax6/Sox2/Clic4/Gnb1/Ptn/Bax/Ahi1/Gpm6a/Rpgrip1/Thy1/Sox9/Ntrk2/Rhoj/Rpl24/Man2a1/Six3,16
GO:0051187,cofactor catabolic process,8/857,46/23843,0.00020930119496605801,0.0047702297940256299,0.0038283113984454199,Prdx6/Vcp/Prdx1/Hmox1/Prdx2/Acat1/Gpx1/Cbr3,8
GO:0030837,negative regulation of actin filament polymerization,9/857,58/23843,0.00021044504798659199,0.0047702297940256299,0.0038283113984454199,Sptan1/Tmsb4x/Pfn2/Capza2/Tmsb10/Rdx/Tpm1/Tmod3/Tmod2,9
GO:0001504,neurotransmitter uptake,7/857,35/23843,0.00021080429192587601,0.0047702297940256299,0.0038283113984454199,Sept2/Atp1a2/Kcnj10/Gpm6b/Rab3b/Arl6ip5/Arl6ip1,7
GO:1903363,negative regulation of cellular protein catabolic process,10/857,71/23843,0.00021657655732415699,0.00487670661836809,0.0039137635585931498,Pdcl3/Sdcbp/Alad/Cdkn2a/Atraid/Os9/Gabarapl2/Anxa2/Rpl23/Usp14,10
GO:0010950,positive regulation of endopeptidase activity,15/857,144/23843,0.00021932980839804399,0.0049144929126836304,0.0039440886597894003,Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Cycs/Arl6ip5/Bax/Ndufa13/Uaca/Rps27l/Ppp2ca/Prelid1/Mbp,15
GO:0043112,receptor metabolic process,17/857,177/23843,0.00023046989209678099,0.0051389164720701697,0.0041241980691002897,Ramp1/Gria3/Gria2/Sdcbp/Chmp5/Lrpap1/Nsg1/Cav1/Cd9/Apoe/Cd81/Ahi1/Cd63/Anxa2/Ap2b1/Hnrnpk/Lgmn,17
GO:0010976,positive regulation of neuron projection development,26/857,337/23843,0.00023435327674145199,0.0051915049859412796,0.0041664025782692602,Serpine2/Hspa5/Elavl4/Scarb2/Ptprz1/Ptn/Camk1/Apoe/Scn1b/Eif4g2/Ahi1/Mif/Ptbp1/Fez1/Nme1/Grn/Mapt/Tubb2b/Hnrnpk/Ntrk2/Cntn1/Ube2v2/Qk/Metrn/Syt4/Dpysl3,26
GO:0031345,negative regulation of cell projection organization,18/857,194/23843,0.000235099875758006,0.0051915049859412796,0.0041664025782692602,Tnr/Dync1i2/B2m/Prnp/Flna/Pfn2/Ptprz1/Apoe/Inppl1/Zfp365/Spry2/Thy1/Ptpn9/Map4/Plk2/Lgals1/Hes1/Dpysl3,18
GO:0071156,regulation of cell cycle arrest,9/857,59/23843,0.000240506226671316,0.00528535558708936,0.0042417216596636496,Cdkn2a/Fzd9/Mif/Calr/Rgcc/Rpl26/Mybbp1a/Rpl23/Id2,9
GO:0065004,protein-DNA complex assembly,17/857,178/23843,0.00024646289991352101,0.0053903440933239302,0.0043259793815090403,Hjurp/H3f3a/Set/Swi5/Anp32b/Itgb3bp/Psmc2/Nap1l5/Nap1l1/Psmc6/Hist3h2ba/Psmc5/Sox9/H3f3b/Hist1h1b/Psmc1/Tcf4,17
GO:0016125,sterol metabolic process,14/857,130/23843,0.000248866393134723,0.0054169918238991402,0.0043473653136566898,Acadl/Ebp/Fdps/Abca1/Apoe/Msmo1/Ldlr/Aplp2/Acat1/Acadvl/Nfe2l1/Npc2/Srebf2/App,14
