"","seqnames","start","end","width","strand","Conc","Conc_Pantr2KO","Conc_WT","Fold","p.value","FDR"
"404","chr19",52177216,52177416,201,"*",4.307386156259,4.8791592415828,3.34624599477436,0.194573820370439,0.0329828755996164,0.589812955423658
"405","chr11",94134560,94134760,201,"*",5.55422912934721,6.0000794517113,4.90559352159525,0.241845425615654,0.0329897024238091,0.589812955423658
"406","chr13",55727456,55727656,201,"*",5.82455755910867,6.25510295315411,5.20807003253348,0.247532760696418,0.0330533847242327,0.589812955423658
"407","chr3",9251580,9251780,201,"*",4.96370281962631,5.4332155213145,4.26320140820927,0.232565863975273,0.0331355006433132,0.589812955423658
"408","chr3",136449445,136449645,201,"*",4.75479555963119,5.26174231681173,3.96633214172518,0.218554928867306,0.033158205794762,0.589812955423658
"409","chr9",111056862,111057062,201,"*",3.79716785160612,4.38557815672048,2.78677472289619,0.187493875749487,0.0331724972530293,0.589812955423658
"410","chr8",22757558,22757758,201,"*",6.80818067089814,7.25277745708734,6.16221818586353,0.241796316741205,0.0332078570052196,0.589812955423658
"411","chr13",17803531,17803731,201,"*",5.81728610250168,6.26698818006542,5.16039098566673,0.239998573469541,0.0332376812063432,0.589812955423658
"412","chrX",166497912,166498112,201,"*",6.04450354890051,6.47987133693984,5.41800026716859,0.245156500457307,0.0332603990542398,0.589812955423658
"413","chr17",21962568,21962768,201,"*",4.71495227890666,5.20061143525479,3.97744443778262,0.22562540124718,0.0333295172597342,0.589812955423658
"414","chr14",56886272,56886472,201,"*",5.89371298957122,6.332079410957,5.26092948937464,0.243776642092597,0.0333450518425615,0.589812955423658
"415","chr8",81342295,81342495,201,"*",6.11301297630727,6.57693937774031,5.4250029778405,0.234211124598998,0.0333452160821905,0.589812955423658
"416","chr1",21166334,21166534,201,"*",5.31618983055823,5.78740040713887,4.61186064221012,0.231311163134827,0.0333767550289551,0.589812955423658
"417","chr1",86018321,86018521,201,"*",5.17500882261101,5.62967335013212,4.50736939895542,0.237009868216754,0.0334171997895162,0.589812955423658
"418","chr5",106891905,106892105,201,"*",4.90071100626993,5.39685503692877,4.13842458130474,0.222155133170508,0.0334388208049394,0.589812955423658
"419","chr4",45513986,45514186,201,"*",4.87405602387966,5.35784809474269,4.14089767275525,0.226484979767967,0.0334489936689994,0.589812955423658
"420","chr1",38627450,38627650,201,"*",5.96162641679324,6.39618177151243,5.33681772805298,0.244825012290128,0.033459708030184,0.589812955423658
"421","chr11",104550455,104550655,201,"*",6.87725638017809,7.31671235542228,6.24218092601036,0.243101091430726,0.0334723800645966,0.589812955423658
"422","chr11",107513099,107513299,201,"*",5.64018941415297,6.12834316954604,4.89684087096875,0.224162421599615,0.033482929716049,0.589812955423658
"423","chr12",5268228,5268428,201,"*",5.592511838553,6.04418045489047,4.93137291017007,0.238070758786996,0.0335050909466079,0.589812955423658
"424","chr17",3442693,3442893,201,"*",6.20426051844045,6.64087132803185,5.57515880173013,0.243873437231397,0.0335972696965681,0.589812955423658
"425","chr14",104522452,104522652,201,"*",5.79024576938166,6.22313738034723,5.16889819017817,0.245259587253819,0.0336085407504325,0.589812955423658
"426","chr16",30973608,30973808,201,"*",5.57759239977236,6.04544236161954,4.8808253914846,0.231518584908331,0.0336278457246739,0.589812955423658
"427","chr2",25318990,25319190,201,"*",5.64189409805756,6.09891197589718,4.96911825028364,0.236294922792328,0.033628546430765,0.589812955423658
"428","chr5",52669633,52669833,201,"*",6.20063204178843,6.64289036213769,5.55963687843145,0.241572060925709,0.0336391315961385,0.589812955423658
"429","chr19",43753288,43753488,201,"*",6.31534843043412,6.7496174098849,5.69113636876526,0.244565831493308,0.0336689251938391,0.589812955423658
"430","chrX",10485751,10485951,201,"*",5.16889227605649,5.64087132803185,4.46282576764261,0.230040200130179,0.033729341117373,0.589812955423658
"431","chr18",64339872,64340072,201,"*",6.43222514732429,6.88799370607403,5.76217938452788,0.236317886515642,0.0337687943718495,0.589812955423658
"432","chr5",107167942,107168142,201,"*",5.33629012310479,5.81708419982229,4.6100767751656,0.2271295225507,0.0338258606496882,0.589812955423658
"433","chr14",13770825,13771025,201,"*",5.82947954405433,6.28592701667506,5.15795111331528,0.236125198492647,0.0338531628283516,0.589812955423658
"434","chr8",90069761,90069961,201,"*",5.39910575758486,5.85483258994341,4.7291510478851,0.235827097832673,0.0339209256134298,0.589812955423658
"435","chr5",53258098,53258298,201,"*",4.12468541096665,4.69076282847844,3.17990122205792,0.192871787298008,0.0339217146287429,0.589812955423658
"436","chr2",70561144,70561344,201,"*",5.43601743620156,5.89677440107351,4.75502547652289,0.233777029268229,0.0339266114283338,0.589812955423658
"437","chr2",92198211,92198411,201,"*",5.89371921812294,6.3507799291313,5.22084963518151,0.235067249754209,0.0339876777425765,0.589812955423658
"438","chr5",125382747,125382947,201,"*",5.69238498065441,6.15133738333363,5.01536679067139,0.234439838865424,0.0339972302578904,0.589812955423658
"439","chr16",13256360,13256560,201,"*",5.6280861337637,6.07681366226525,4.97328735061284,0.238403650031402,0.0340207568259,0.589812955423658
"440","chr2",135562598,135562798,201,"*",5.65509930802142,6.14162258908622,4.91557207612784,0.224195781927254,0.0340653305809264,0.589812955423658
"441","chr5",30647782,30647982,201,"*",6.69644051466673,7.13583969451991,6.06148466643502,0.241723498562567,0.0341388017923463,0.589812955423658
"442","chr5",111662116,111662316,201,"*",5.28813530401994,5.7443117421651,4.61719904708235,0.235516864784973,0.0341735982411176,0.589812955423658
"443","chr5",111058720,111058920,201,"*",4.71293548065547,5.19416219890487,3.9857228481801,0.225087671637929,0.0341816521127674,0.589812955423658
"444","chr7",109083228,109083428,201,"*",4.62308556245364,5.13440531809849,3.82383222903046,0.214309829128076,0.0341819227987011,0.589812955423658
"445","chr15",5143685,5143885,201,"*",6.57745621814064,7.01946286874078,5.936994149879,0.24075009172702,0.0341948679918721,0.589812955423658
"446","chr1",89656825,89657025,201,"*",5.50093067450567,5.94309512110463,4.86013439150798,0.240845445965751,0.0342048310062343,0.589812955423658
"447","chr6",125096048,125096248,201,"*",6.35941551949942,6.79775739280398,5.72668359609762,0.242120661313103,0.0342056369738533,0.589812955423658
"448","chr12",75176784,75176984,201,"*",6.14701611357243,6.60300720585556,5.47648460844954,0.235073123400811,0.0342871053441461,0.589812955423658
"449","chr9",108827005,108827205,201,"*",5.24585381722828,5.7089725768395,4.55963687843145,0.232897850840487,0.0342934552036037,0.589812955423658
"450","chr16",37868275,37868475,201,"*",6.36096027374107,6.79925422330538,5.72832903276687,0.241765398838327,0.0343170689117347,0.589812955423658
"451","chr12",84996178,84996378,201,"*",6.68724467581837,7.12815309950846,6.04910551906602,0.240848363720605,0.0343203762641262,0.589812955423658
"452","chr12",8771263,8771463,201,"*",6.34779457682154,6.80169119336477,5.68182543987496,0.23554064814553,0.0345056751033136,0.589812955423658
"453","chr9",40426344,40426544,201,"*",3.86326109438334,4.44332317516096,2.87786326692145,0.188072586467093,0.0345520520199486,0.589812955423658
"454","chr6",80018837,80019037,201,"*",5.13946868608695,5.59554827423997,4.46874394742881,0.234205142366316,0.0347241168717461,0.589812955423658
"455","chr13",6251137,6251337,201,"*",5.00824135465651,5.48462472381984,4.29215928380183,0.226711590806842,0.034803960898636,0.589812955423658
"456","chr8",90520297,90520497,201,"*",5.5530729676364,6.01187739657731,4.87637992083889,0.232976801980668,0.0348200927231824,0.589812955423658
"457","chr2",149666514,149666714,201,"*",5.00640200650069,5.48197982252175,4.29215928380183,0.226829469482934,0.0348759390874459,0.589812955423658
"458","chr3",137867761,137867961,201,"*",5.80428562606726,6.24733667759094,5.16160937622653,0.238574326510135,0.0350734953760454,0.589812955423658
"459","chr15",64831797,64831997,201,"*",5.23029286133381,5.68549418302533,4.56148417598461,0.233610697414831,0.0350752157778653,0.589812955423658
"460","chr8",34146677,34146877,201,"*",5.976733065089,6.40933803036197,5.35598055899373,0.241915482829167,0.0351721114421016,0.589812955423658
"461","chr8",54991936,54992136,201,"*",4.78003446082859,5.25464454338898,4.06799694745138,0.225784509350977,0.0352375896080872,0.589812955423658
"462","chr1",33814380,33814580,201,"*",6.70669595322233,7.14698225420006,6.06987023696597,0.239121971380757,0.0353092980223572,0.589812955423658
"463","chr9",107645682,107645882,201,"*",5.62083187128615,6.05186226243484,5.00334169007209,0.242252201993825,0.0353984605723656,0.589812955423658
"464","chr4",36289185,36289385,201,"*",4.81822679032499,5.31478757411876,4.05494285583657,0.217205409767017,0.0354159473619004,0.589812955423658
"465","chr2",121866800,121867000,201,"*",7.14716954445748,7.61011252783307,6.46134242156005,0.229990120374249,0.0354448171142037,0.589812955423658
"466","chr1",43338147,43338347,201,"*",4.60608559052315,5.10923220928826,3.82690727263613,0.21513039890558,0.0354761482440037,0.589812955423658
"467","chr5",124166257,124166457,201,"*",5.16563787013484,5.61597727281285,4.50736939895542,0.234278359864391,0.0355604711026475,0.589812955423658
"468","chr5",51872576,51872776,201,"*",3.98240576451255,4.53860911653053,3.06539556152899,0.194529432352251,0.0355973717754173,0.589812955423658
"469","chr15",81871862,81872062,201,"*",5.9819859799216,6.41155208015429,5.36751984119844,0.242595826565879,0.0355992903470175,0.589812955423658
"470","chr8",120494970,120495170,201,"*",5.11527750706832,5.57657263827634,4.43309738163553,0.230407635250846,0.0356246549862139,0.589812955423658
"471","chr3",103279595,103279795,201,"*",6.47650067181294,6.89356894941745,5.88746801852586,0.247056624487253,0.0357288616573489,0.589812955423658
"472","chr9",3533071,3533271,201,"*",6.16171830302771,6.61646964016398,5.49388988168156,0.232352826657641,0.0358057799008506,0.589812955423658
"473","chr3",84040128,84040328,201,"*",6.52760975298437,6.9538480047541,5.9199814421532,0.243231404766362,0.0358209153377019,0.589812955423658
"474","chr15",5185418,5185618,201,"*",4.83143185163393,5.31181190035235,4.10617386804411,0.222148850097889,0.0358472715403784,0.589812955423658
"475","chr2",142731810,142732010,201,"*",5.58184502132584,6.01790792673201,4.95388950634092,0.239691368546941,0.0358688090049688,0.589812955423658
"476","chr14",61757561,61757761,201,"*",5.91885688581992,6.36275646223898,5.27437803299291,0.236425404896248,0.0359590220097855,0.589812955423658
"477","chr18",58282025,58282225,201,"*",5.6693925399092,6.10459014791871,5.04324446766643,0.239784636879612,0.0360512432069596,0.589812955423658
"478","chr2",45109914,45110114,201,"*",4.62697434818434,5.11506181476184,3.88378144670766,0.219065674258533,0.0360917888762671,0.589812955423658
"479","chr10",31592775,31592975,201,"*",4.96987588566163,5.44412750440384,4.2586539871372,0.225010574782232,0.0361222138932485,0.589812955423658
"480","chr8",35495381,35495581,201,"*",5.53405090634258,5.99637749637205,4.84958954173596,0.22914747045027,0.0361371538532576,0.589812955423658
"481","chr2",79456734,79456934,201,"*",5.47506935186262,5.93208370079107,4.80230122628494,0.231230205210309,0.0362327208372963,0.589812955423658
"482","chr1",171345571,171345771,201,"*",5.71779662324717,6.16904637524414,5.05756314076113,0.233003791722503,0.036233115487336,0.589812955423658
"483","chr12",90955175,90955375,201,"*",5.64141033307574,6.09820708546734,4.96911825028364,0.231341067413125,0.036240457668571,0.589812955423658
"484","chr7",98524125,98524325,201,"*",5.30308424101263,5.75246433293791,4.64688223496708,0.233797082555907,0.0362498504350299,0.589812955423658
"485","chr13",34715430,34715630,201,"*",6.02179664735118,6.47322806727148,5.36117056108174,0.232828607951543,0.0362801350541734,0.589812955423658
"486","chr5",71917290,71917490,201,"*",4.74208003639272,5.28102892097884,3.87192070972324,0.20065954837362,0.0363116212532747,0.589812955423658
"487","chr1",86046030,86046230,201,"*",5.02320877567035,5.50513317875838,4.29438258870667,0.220654175686987,0.0363338477501707,0.589812955423658
"488","chr7",19790123,19790323,201,"*",4.66287952403948,5.16477845959747,3.88673145741171,0.21245240685798,0.0364059807095052,0.589812955423658
"489","chr3",145293374,145293574,201,"*",4.68254157435428,5.17099109812747,3.93849829492545,0.218677621552156,0.0364650854117429,0.589812955423658
"490","chr1",10991085,10991285,201,"*",4.37712307197857,4.89279726459364,3.56701191868249,0.207159435852766,0.0364856836934829,0.589812955423658
"491","chr19",10204088,10204288,201,"*",6.26526726632487,6.68961705139937,5.66149790420301,0.242646051674775,0.0365923734840067,0.589812955423658
"492","chr2",48186772,48186972,201,"*",5.44200049951503,5.93481004864254,4.68766019746159,0.216629832211711,0.0366045675518059,0.589812955423658
"493","chr11",111894012,111894212,201,"*",5.40316698404209,5.88880913386354,4.66569884534406,0.218858053095146,0.0366616780124814,0.589812955423658
"494","chr10",105574909,105575109,201,"*",5.52023024352312,5.95402313258683,4.89700924909274,0.23853108498837,0.0367309921610392,0.589812955423658
"495","chr19",4712144,4712344,201,"*",4.48499518752659,5.00431738966751,3.66569884534406,0.206818902834715,0.0367404534858641,0.589812955423658
"496","chr7",38271315,38271515,201,"*",5.69432609005212,6.13272007866451,5.06148466643502,0.236851814954024,0.0367643324318162,0.589812955423658
"497","chr2",69885527,69885727,201,"*",5.38471862820397,5.86238552745113,4.66569884534406,0.22184282884862,0.0367707240232358,0.589812955423658
"498","chr10",119055429,119055629,201,"*",5.1017041578653,5.59137237930733,4.35479321430815,0.217776418361107,0.0367937322576833,0.589812955423658
"499","chr17",7204854,7205054,201,"*",4.91943143136351,5.38756963911056,4.22201804226893,0.225476665034843,0.0368578000794935,0.589812955423658
"500","chr10",100741398,100741598,201,"*",4.37946178066994,4.90191202265886,3.55222394325919,0.205230188407092,0.0368580144769119,0.589812955423658
"501","chr3",147064033,147064233,201,"*",4.69335432202615,5.1899680474062,3.92994360044258,0.213746450095496,0.0369190895221222,0.589812955423658
"502","chr17",90768296,90768496,201,"*",5.26946648794222,5.74716914398198,4.55036474264572,0.222140716655452,0.0369389034643658,0.589812955423658
"503","chr11",8664118,8664318,201,"*",5.53874819004246,5.97452087698768,4.9113992598393,0.237177103776802,0.0369555947019799,0.589812955423658
"504","chr17",70990453,70990653,201,"*",5.8015739659535,6.24219438302084,5.16404307480412,0.235475220041319,0.0369630635518661,0.589812955423658
"505","chr15",83122724,83122924,201,"*",6.25019721322217,6.71982614083205,5.54943424308469,0.224201522475067,0.0371211375023264,0.589812955423658
"506","chr8",110808583,110808783,201,"*",5.83624324413314,6.28637559509569,5.17842115292911,0.232016637677798,0.0371579118321092,0.589812955423658
"507","chr11",4704509,4704709,201,"*",6.49843919103576,6.92276010501251,5.89472870579447,0.241374187019377,0.0371598355995697,0.589812955423658
"508","chr6",92665794,92665994,201,"*",4.3577003749441,4.86704718950362,3.56332911119183,0.208906435238197,0.0371832067935591,0.589812955423658
"509","chr18",47760096,47760296,201,"*",4.77658773644834,5.2462396281485,4.07577307904618,0.223813261367869,0.0371867159417565,0.589812955423658
"510","chr15",43869949,43870149,201,"*",5.32915424257975,5.77792586855558,4.67426069853766,0.232410607242587,0.0372000513905691,0.589812955423658
"511","chr19",55578218,55578418,201,"*",6.05151701435869,6.53530678184623,5.31836401752771,0.21864011434096,0.0372477140304276,0.589812955423658
"512","chr19",9071551,9071751,201,"*",5.60423658550619,6.05417151754676,4.94683991885249,0.231851918970204,0.037257699887667,0.589812955423658
"513","chr9",45055330,45055530,201,"*",5.36926039249481,5.82568873935305,4.69777376059001,0.228978816031194,0.0373492888832394,0.589812955423658
"514","chr10",79554872,79555072,201,"*",5.42787188873452,5.86644727193139,4.79464923869762,0.235036579764245,0.0373809101690582,0.589812955423658
"515","chr12",55302557,55302757,201,"*",6.03284283807636,6.47189573455123,5.39861591493052,0.235176789740013,0.037463246354379,0.589812955423658
"516","chr7",114991354,114991554,201,"*",5.37444866636556,5.83400921143528,4.69609308253936,0.227699504897993,0.0374842758694585,0.589812955423658
"517","chr17",26497715,26497915,201,"*",4.18729986577317,4.73636223348158,3.28993254732276,0.193473978952596,0.037484586635838,0.589812955423658
"518","chr10",127537968,127538168,201,"*",5.17412958950233,5.6510221115632,4.4568832104444,0.221154867594051,0.0375581805903939,0.589812955423658
"519","chr5",122502218,122502418,201,"*",7.1470258107522,7.59788105292947,6.48764436826186,0.230455680637492,0.037569854268882,0.589812955423658
"520","chr12",65036312,65036512,201,"*",5.42101494587834,5.87714761459268,4.75017428602623,0.228675906322889,0.0376938765765024,0.589812955423658
"521","chr11",32357824,32358024,201,"*",5.72944195975532,6.16508106006022,5.102372111927,0.236256549748073,0.0377173955152582,0.589812955423658
"522","chr13",84613057,84613257,201,"*",5.40677694589224,5.86824627677306,4.7242119169784,0.226693545386661,0.037778795187212,0.589812955423658
"523","chr11",120437608,120437808,201,"*",5.38008178889039,5.82777336045475,4.72750654901592,0.231320194745442,0.0378538286702144,0.589812955423658
"524","chr10",13868826,13869026,201,"*",4.68546486765701,5.18117658695977,3.92421215881863,0.212764611218186,0.0378614994307745,0.589812955423658
"525","chr4",116995229,116995429,201,"*",5.6858372655002,6.1201737173344,5.06148466643502,0.236335203315713,0.0378973144572807,0.589812955423658
"526","chr2",128758843,128759043,201,"*",5.33264931426589,5.79870103817825,4.63990535655773,0.224672278677612,0.0379152738658274,0.589812955423658
"527","chr11",115403692,115403892,201,"*",5.36461586869554,5.79956851413107,4.73897886932111,0.235526763732901,0.0379776370675423,0.589812955423658
"528","chr17",81670044,81670244,201,"*",6.10051893645086,6.52763262923814,5.49109649719531,0.238304860618593,0.0380266679528923,0.589812955423658
"529","chrX",162407391,162407591,201,"*",4.37280773583191,4.89117045372681,3.55593517203409,0.204610752958205,0.0381266657965104,0.589812955423658
"530","chr18",8044410,8044610,201,"*",4.58825926779662,5.10681659156005,3.77089556432553,0.204456145954158,0.0383250467477032,0.589812955423658
"531","chr2",3332577,3332777,201,"*",7.41236177765673,7.88022043627467,6.71557527330652,0.222501459653793,0.0383740286241943,0.589812955423658
"532","chr1",139379022,139379222,201,"*",4.11993685745706,4.66577086210572,3.23133138888176,0.193872224345144,0.0383768072884476,0.589812955423658
"533","chr18",38906473,38906673,201,"*",6.83868292848383,7.26368436646178,6.23358369610092,0.238775303227905,0.038399736453561,0.589812955423658
"534","chr15",79403241,79403441,201,"*",6.19311362945056,6.6344448954675,5.5540807510048,0.232547136989233,0.0384668593635551,0.589812955423658
"535","chr17",36947247,36947447,201,"*",6.17619727483715,6.61163817158077,5.54954135670738,0.234113613365074,0.0385904311200441,0.589812955423658
"536","chr9",78476758,78476958,201,"*",5.18449586763852,5.62869742319167,4.53937469159725,0.231247018603973,0.0386126638556057,0.589812955423658
"537","chr2",117217849,117218049,201,"*",4.40563758544131,4.91257420606593,3.61719904708235,0.207259026963993,0.0386599141914019,0.589812955423658
"538","chr19",28680100,28680300,201,"*",6.66523459257631,7.09875358261198,6.04258331149731,0.234845236832767,0.0386875869973972,0.589812955423658
"539","chr6",93574060,93574260,201,"*",5.51496242506996,5.97960012932345,4.82537057012385,0.223129163080753,0.0386940886756565,0.589812955423658
"540","chr11",49986706,49986906,201,"*",4.84078660030439,5.30672680034752,4.14829161191298,0.222434181133854,0.038718927788596,0.589812955423658
"541","chr2",51387247,51387447,201,"*",4.90607513796034,5.42579164733654,4.08578107596997,0.203170239717314,0.0387263417647534,0.589812955423658
"542","chr9",29949097,29949297,201,"*",5.53358044071997,5.99637749637205,4.84807682313002,0.223991655388718,0.0387609286875949,0.589812955423658
"543","chr5",74677787,74677987,201,"*",6.27558287682342,6.73414114860236,5.59943047584475,0.22514077696849,0.0387707494736071,0.589812955423658
"544","chr12",58852086,58852286,201,"*",5.0382826939773,5.49437973535341,4.36751984119844,0.226525616189548,0.0387858560016695,0.589812955423658
"545","chrX",42432215,42432415,201,"*",5.43965807900989,5.89117045372681,4.778856990432,0.22853353363291,0.0387889844500164,0.589812955423658
"546","chr3",8642126,8642326,201,"*",5.01312608908023,5.47322806727148,4.33357829559388,0.224472473352833,0.0388128328784059,0.589812955423658
"547","chr11",95586304,95586504,201,"*",5.65358309563061,6.07856544847382,5.048522837491,0.237704504411565,0.0388372505967264,0.589812955423658
"548","chr1",191254537,191254737,201,"*",4.86905045586825,5.36966455678167,4.09601350374752,0.208971458905735,0.0388651605643268,0.589812955423658
"549","chr19",41974518,41974718,201,"*",5.01726613339613,5.48119632786364,4.32924770631783,0.22310978523801,0.0389320468456959,0.589812955423658
"550","chr1",128417253,128417453,201,"*",5.94252958513748,6.38090649570593,5.30972404579291,0.232598212598728,0.0391127714633119,0.589812955423658
"551","chrX",23364999,23365199,201,"*",6.03945018197072,6.46506506501416,5.43309738163553,0.237314720335897,0.0391300966381031,0.589812955423658
"552","chr7",115825392,115825592,201,"*",6.06678244658686,6.50797459220092,5.42804370376603,0.231489278728672,0.0391398836742541,0.589812955423658
"553","chr10",95033291,95033491,201,"*",5.11750372524371,5.59871570334193,4.39032515484211,0.216639991329736,0.0391882582592536,0.589812955423658
"554","chr16",87128352,87128552,201,"*",5.5474988228389,6.0017193955801,4.8808253914846,0.226813057933001,0.0392027127903596,0.589812955423658
"555","chr8",17664373,17664573,201,"*",6.03106715796853,6.46143894918518,5.41493827657535,0.235340131786526,0.0392716663889626,0.589812955423658
"556","chr11",91643096,91643296,201,"*",1.57800426768957,0,2.57800426768957,-0.0626394913426892,0.0392917008616131,0.589812955423658
"557","chr13",20090539,20090739,201,"*",6.32327606498495,6.74165157325668,5.73161428677621,0.23970661478616,0.0393405241820011,0.589812955423658
"558","chr1",131770711,131770911,201,"*",4.2767216439959,4.80866525406592,3.4250029778405,0.197482352534503,0.0393541914516428,0.589812955423658
"559","chrX",53370472,53370672,201,"*",6.33651681893424,6.75542871339613,5.74377417306937,0.239211797896774,0.039393303099014,0.589812955423658
"560","chr11",20231297,20231497,201,"*",6.11954959151139,6.57146567144624,5.45787533804697,0.226995662070681,0.0394123622616831,0.589812955423658
"561","chr9",101034494,101034694,201,"*",7.35732292048284,7.84563988209002,6.61359107795245,0.212827366432551,0.0394137654117533,0.589812955423658
"562","chr5",92493459,92493659,201,"*",5.50427911239951,5.95154773717712,4.85261022882474,0.22859819972942,0.039439631167061,0.589812955423658
"563","chr12",39715249,39715449,201,"*",4.50578105999736,5.01058577351881,3.72256177521906,0.206860275340475,0.0395140318864181,0.589812955423658
"564","chr7",84779269,84779469,201,"*",5.81653466053775,6.24375654150754,5.20689026983406,0.23543579009752,0.0396299951204398,0.589812955423658
"565","chr8",71487748,71487948,201,"*",5.52471430505868,5.95020093090162,4.91862373100072,0.236156727973392,0.0396393904892532,0.589812955423658
"566","chrX",141385770,141385970,201,"*",5.25179670241371,5.70603843451729,4.58507725224721,0.225740362165191,0.0396655289991981,0.589812955423658
"567","chr4",40773251,40773451,201,"*",5.02024347058696,5.48648415608547,4.32707752717278,0.221033232621848,0.0396838473033384,0.589812955423658
"568","chr17",31638283,31638483,201,"*",5.21652507256836,5.68319332421988,4.52240363583328,0.220624788153495,0.0396917063033279,0.589812955423658
"569","chr9",101404663,101404863,201,"*",5.35010782493625,5.81163484956414,4.66741528571862,0.222685448229088,0.0397100834828985,0.589812955423658
"570","chr17",78521569,78521769,201,"*",5.98148631922214,6.44850281038126,5.28658598518108,0.220254047157516,0.0397802731842844,0.589812955423658
"571","chr10",70861251,70861451,201,"*",4.9609062230637,5.4332155213145,4.25409218711309,0.218825744711584,0.039785188484905,0.589812955423658
"572","chr14",45581474,45581674,201,"*",6.4208656452719,6.87767152874329,5.74855359072959,0.224051509951049,0.0397979261870634,0.589812955423658
"573","chr4",148558343,148558543,201,"*",5.49253462060828,5.93071859237408,4.86013439150798,0.231486472802702,0.0398838842273184,0.589812955423658
"574","chr15",44751153,44751353,201,"*",5.28094573603488,5.73545589529223,4.61364230625811,0.225036403185933,0.0398843925526967,0.589812955423658
"575","chr4",134923439,134923639,201,"*",6.49654135234648,6.9127544161377,5.90922484500378,0.239405012440292,0.0399250080107674,0.589812955423658
"576","chr10",52274442,52274642,201,"*",5.11110537051499,5.57234137422222,4.42905585655164,0.222568672138046,0.0399538499600415,0.589812955423658
"577","chr6",126645704,126645904,201,"*",5.09740311813579,5.55053369843824,4.43309738163553,0.225356053315276,0.0399852471616548,0.589812955423658
"578","chr6",131293181,131293381,201,"*",4.96118182375571,5.43159419047993,4.2586539871372,0.218293079230946,0.0400138444532321,0.589812955423658
"579","chr11",109995097,109995297,201,"*",5.00803033202326,5.46679955583828,4.33141462586582,0.223399702112121,0.0400223752725079,0.589812955423658
"580","chrX",14628524,14628724,201,"*",5.61786633068873,6.06376932131503,4.96911825028364,0.227997754946663,0.0400508205754107,0.589812955423658
"581","chr5",9725991,9726191,201,"*",6.24401320192333,6.68122995092844,5.61364230625811,0.230980508212284,0.0401346007378856,0.589812955423658
"582","chr18",78238057,78238257,201,"*",5.41093778709187,5.84518324043627,4.78677472289619,0.231823137876727,0.040144516111652,0.589812955423658
"583","chr2",119799654,119799854,201,"*",5.30994460307315,5.74806815568117,4.67767126310632,0.230490134783034,0.0401779516541498,0.589812955423658
"584","chr16",44139507,44139707,201,"*",7.0877980081029,7.51628152601254,6.47556157418535,0.234083070447288,0.0402062413889434,0.589812955423658
"585","chr9",42472195,42472395,201,"*",5.6403893498453,6.07310623371109,5.01940454533558,0.232872040831971,0.0402186200441042,0.589812955423658
"586","chr11",19074253,19074453,201,"*",5.99637589815804,6.42635338091321,5.38106112528582,0.233681205634139,0.0402532431719783,0.589812955423658
"587","chr19",41482630,41482830,201,"*",6.35544562390125,6.76863259318243,5.77417707739566,0.239600694405674,0.0402649942085549,0.589812955423658
"588","chr14",49745916,49746116,201,"*",4.70415221521911,5.18635806884006,3.9746743777103,0.21397095056202,0.0404700074222077,0.589812955423658
"589","chr6",43666146,43666346,201,"*",6.50226973298042,6.93025359980061,5.89106066441579,0.233823932289496,0.0404836615890335,0.589812955423658
"590","chr6",129326630,129326830,201,"*",5.21970753877322,5.70284308071153,4.48807416740508,0.213692955692454,0.040512289270496,0.589812955423658
"591","chrX",162521424,162521624,201,"*",5.03908073079233,5.51081042042772,4.33357829559388,0.217932236962841,0.0405298921848768,0.589812955423658
"592","chr5",89763747,89763947,201,"*",5.55373185475747,6.02485969051902,4.84958954173596,0.217181001008601,0.040550987493091,0.589812955423658
"593","chr8",123949226,123949426,201,"*",5.65485799989317,6.08432410715006,5.04059802308157,0.233330614642931,0.0405627364694364,0.589812955423658
"594","chr15",39907788,39907988,201,"*",5.95935429628888,6.40515591928309,5.31082267419756,0.226769993100662,0.0405658578925239,0.589812955423658
"595","chr15",94254664,94254864,201,"*",6.18223347160846,6.62630409966234,5.53739083587966,0.227852842886193,0.0405806743306515,0.589812955423658
"596","chr14",87568574,87568774,201,"*",4.58395800608366,5.0766166802264,3.82997577585419,0.209668869242434,0.0406881273462507,0.589812955423658
"597","chr19",14663479,14663679,201,"*",4.84271955424495,5.333382391,4.09346219259713,0.210422344734214,0.0407403504620939,0.589812955423658
"598","chr12",49649601,49649801,201,"*",6.14125958881681,6.59640948475181,5.4725629805475,0.223003116196621,0.0408398670418766,0.589812955423658
"599","chr17",23993651,23993851,201,"*",4.96840442172452,5.42497702737045,4.29660247259766,0.222390166562354,0.0409492384096839,0.589812955423658
"600","chr12",27139761,27139961,201,"*",5.63978471294592,6.0850358117642,4.9924278364874,0.226440207423124,0.0409530707312976,0.589812955423658
"601","chr6",30737964,30738164,201,"*",5.63155708389485,6.06449123595923,5.01012115886802,0.230410504556298,0.0409860612173494,0.589812955423658
"602","chr14",123202086,123202286,201,"*",6.88157011786196,7.33574623552213,6.21499336344435,0.222979785513244,0.0409987281075276,0.589812955423658
"603","chr12",117989195,117989395,201,"*",4.80800214496464,5.27922710043258,4.10364047743602,0.216967132750834,0.0410734569159619,0.589812955423658
"604","chr1",17145324,17145524,201,"*",4.40004438329447,4.90469593258549,3.61719904708235,0.203616079785658,0.041143000927597,0.589812955423658
"605","chr13",115414174,115414374,201,"*",5.88910981251542,6.32853832838978,5.25409218711309,0.228315773783986,0.0412784018243201,0.589812955423658
