"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:00996452","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","3/79","33/12463",0.00116626753666152,0.0184524309265852,0.0144400816420415,"380702/23859/23888",3,3
"GO:00031792","GO:0003179","heart valve morphogenesis","3/79","34/12463",0.00127332412684678,0.019948744653933,0.0156110326387408,"17260/22762/20564",3,3
"GO:0055024","GO:0055024","regulation of cardiac muscle tissue development","4/79","76/12463",0.00135759918894289,0.0210625582905897,0.0164826554569663,"17260/22762/16526/17967",4,3
"GO:00197221","GO:0019722","calcium-mediated signaling","5/79","130/12463",0.00139005812968695,0.0213587778003822,0.0167144641504868,"20191/12671/20541/17967/12554",5,3
"GO:0033555","GO:0033555","multicellular organismal response to stress","4/79","78/12463",0.00149504184932836,0.0226968268511204,0.0177615639938944,"12290/17260/108073/17967",4,3
"GO:0044091","GO:0044091","membrane biogenesis","3/79","36/12463",0.00150554671227707,0.0226968268511204,0.0177615639938944,"19266/18189/331461",3,3
"GO:00071692","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","9/79","432/12463",0.0015947478668438,0.0238168887029569,0.0186380763975449,"71371/76829/13839/18189/18750/13837/13840/77531/12554",9,3
"GO:00316441","GO:0031644","regulation of nervous system process","5/79","136/12463",0.00169718681699609,0.0246469636255022,0.0192876574580703,"72555/18189/380702/23966/17967",5,3
"GO:20012572","GO:2001257","regulation of cation channel activity","5/79","136/12463",0.00169718681699609,0.0246469636255022,0.0192876574580703,"17260/72555/12293/18189/380702",5,3
"GO:00083061","GO:0008306","associative learning","4/79","81/12463",0.00171897223037182,0.0246469636255022,0.0192876574580703,"12290/268354/108073/94109",4,3
"GO:0034698","GO:0034698","response to gonadotropin","2/79","10/12463",0.00172744676223795,0.0246469636255022,0.0192876574580703,"13839/13837",2,3
"GO:00484861","GO:0048486","parasympathetic nervous system development","2/79","10/12463",0.00172744676223795,0.0246469636255022,0.0192876574580703,"20346/243743",2,3
"GO:0046622","GO:0046622","positive regulation of organ growth","3/79","38/12463",0.00176271975394467,0.0249276651929521,0.0195073224749536,"17260/22762/17967",3,3
"GO:0010038","GO:0010038","response to metal ion","6/79","203/12463",0.00179634844647865,0.025180393135727,0.0197050965320096,"17260/20191/20983/18189/23859/17967",6,3
"GO:0046620","GO:0046620","regulation of organ growth","4/79","84/12463",0.00196521629590895,0.0273079620944566,0.0213700408195866,"17260/22762/16526/17967",4,3
"GO:00031701","GO:0003170","heart valve development","3/79","40/12463",0.0020457679311112,0.0273174607446562,0.0213774740561568,"17260/22762/20564",3,3
"GO:00550251","GO:0055025","positive regulation of cardiac muscle tissue development","3/79","40/12463",0.0020457679311112,0.0273174607446562,0.0213774740561568,"17260/22762/17967",3,3
"GO:0009743","GO:0009743","response to carbohydrate","5/79","142/12463",0.00205151466983002,0.0273174607446562,0.0213774740561568,"12290/13839/18189/18750/19276",5,3
"GO:0008584","GO:0008584","male gonad development","4/79","85/12463",0.00205244835327756,0.0273174607446562,0.0213774740561568,"71371/20346/22762/94109",4,3
"GO:0010882","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","2/79","11/12463",0.00210265811739219,0.0273174607446562,0.0213774740561568,"20191/20541",2,3
"GO:0021877","GO:0021877","forebrain neuron fate commitment","2/79","11/12463",0.00210265811739219,0.0273174607446562,0.0213774740561568,"212712/58208",2,3
"GO:19022871","GO:1902287","semaphorin-plexin signaling pathway involved in axon guidance","2/79","11/12463",0.00210265811739219,0.0273174607446562,0.0213774740561568,"20346/243743",2,3
"GO:1905941","GO:1905941","positive regulation of gonad development","2/79","11/12463",0.00210265811739219,0.0273174607446562,0.0213774740561568,"20346/22762",2,3
"GO:00986621","GO:0098662","inorganic cation transmembrane transport","9/79","451/12463",0.00214025885212763,0.0273874692380347,0.0214322597027766,"12290/20191/24012/110876/12293/110862/16526/20541/80334",9,3
"GO:0046546","GO:0046546","development of primary male sexual characteristics","4/79","86/12463",0.00214232393914539,0.0273874692380347,0.0214322597027766,"71371/20346/22762/94109",4,3
"GO:19026671","GO:1902667","regulation of axon guidance","3/79","41/12463",0.00219727166787844,0.0278669851211885,0.0218075082827033,"20346/214968/243743",3,3
"GO:0007507","GO:0007507","heart development","9/79","456/12463",0.00230617817316481,0.0290178954387194,0.0227081613735582,"17260/20191/22762/13837/20564/16526/20541/23966/17967",9,3
"GO:0035994","GO:0035994","response to muscle stretch","2/79","12/12463",0.00251283837534569,0.0306289818271975,0.0239689285361377,"20191/20541",2,3
"GO:19022851","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","2/79","12/12463",0.00251283837534569,0.0306289818271975,0.0239689285361377,"20346/243743",2,3
"GO:1904889","GO:1904889","regulation of excitatory synapse assembly","2/79","12/12463",0.00251283837534569,0.0306289818271975,0.0239689285361377,"19266/18189",2,3
"GO:0061337","GO:0061337","cardiac conduction","3/79","43/12463",0.00252076699183471,0.0306289818271975,0.0239689285361377,"20191/12293/20541",3,3
"GO:0035265","GO:0035265","organ growth","5/79","149/12463",0.00253005356770342,0.0306289818271975,0.0239689285361377,"17260/22762/16526/23966/17967",5,3
"GO:0021537","GO:0021537","telencephalon development","6/79","219/12463",0.00262921900725652,0.0315901652150069,0.024721109462768,"20346/13839/58208/74762/243743/18183",6,3
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","9/79","466/12463",0.00266884082581208,0.0318269226839381,0.0249063857114278,"20983/227541/18189/18750/13837/108073/331461/17967/12554",9,3
"GO:0014706","GO:0014706","striated muscle tissue development","7/79","297/12463",0.00272322184109785,0.0322348777931435,0.0252256338964854,"17260/20191/22762/16526/20541/23966/17967",7,3
"GO:0001662","GO:0001662","behavioral fear response","3/79","45/12463",0.00287225243813563,0.0335618946770711,0.0262641004389437,"12290/17260/108073",3,3
"GO:0031000","GO:0031000","response to caffeine","2/79","13/12463",0.00295754048866993,0.0335618946770711,0.0262641004389437,"20191/20541",2,3
"GO:0099150","GO:0099150","regulation of postsynaptic specialization assembly","2/79","13/12463",0.00295754048866993,0.0335618946770711,0.0262641004389437,"19266/18189",2,3
"GO:0150052","GO:0150052","regulation of postsynapse assembly","2/79","13/12463",0.00295754048866993,0.0335618946770711,0.0262641004389437,"19266/18189",2,3
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","4/79","94/12463",0.00296134364797686,0.0335618946770711,0.0262641004389437,"17260/20191/22762/20564",4,3
"GO:00352492","GO:0035249","synaptic transmission, glutamatergic","4/79","94/12463",0.00296134364797686,0.0335618946770711,0.0262641004389437,"17260/14802/18189/108073",4,3
"GO:0002209","GO:0002209","behavioral defense response","3/79","46/12463",0.00305873383876799,0.0341808159045542,0.0267484416669589,"12290/17260/108073",3,3
"GO:00080382","GO:0008038","neuron recognition","3/79","46/12463",0.00305873383876799,0.0341808159045542,0.0267484416669589,"20346/13837/17967",3,3
"GO:00456662","GO:0045666","positive regulation of neuron differentiation","8/79","389/12463",0.00316352934864208,0.0351063881884031,0.0274727548697865,"12561/17260/20983/227541/19266/13837/331461/243743",8,3
"GO:00104691","GO:0010469","regulation of signaling receptor activity","4/79","96/12463",0.00319534218447269,0.0351805535838521,0.0275307935298178,"17260/72555/18189/380702",4,3
"GO:00519612","GO:0051961","negative regulation of nervous system development","7/79","306/12463",0.00321424331867485,0.0351805535838521,0.0275307935298178,"20983/20346/214968/13837/74762/270120/18183",7,3
"GO:0003231","GO:0003231","cardiac ventricle development","4/79","97/12463",0.00331694398319785,0.0353776297602687,0.0276850168995449,"17260/20191/22762/20564",4,3
"GO:00485881","GO:0048588","developmental cell growth","6/79","230/12463",0.00335106543444455,0.0353776297602687,0.0276850168995449,"12561/20983/20346/214968/20564/243743",6,3
"GO:00080152","GO:0008015","blood circulation","7/79","309/12463",0.00339214819605714,0.0353776297602687,0.0276850168995449,"12290/20191/20346/12293/18750/12671/20541",7,3
"GO:00107692","GO:0010769","regulation of cell morphogenesis involved in differentiation","7/79","309/12463",0.00339214819605714,0.0353776297602687,0.0276850168995449,"12561/20346/210933/19266/214968/331461/243743",7,3
"GO:0010880","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","2/79","14/12463",0.00343632154774683,0.0353776297602687,0.0276850168995449,"20191/20541",2,3
"GO:00484851","GO:0048485","sympathetic nervous system development","2/79","14/12463",0.00343632154774683,0.0353776297602687,0.0276850168995449,"20346/243743",2,3
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","2/79","14/12463",0.00343632154774683,0.0353776297602687,0.0276850168995449,"19266/18189",2,3
"GO:00516681","GO:0051668","localization within membrane","4/79","98/12463",0.00344166563564288,0.0353776297602687,0.0276850168995449,"18189/380702/23859/12554",4,3
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","3/79","48/12463",0.00345363594655939,0.0353776297602687,0.0276850168995449,"17260/20191/22762",3,3
"GO:0042596","GO:0042596","fear response","3/79","48/12463",0.00345363594655939,0.0353776297602687,0.0276850168995449,"12290/17260/108073",3,3
"GO:00605601","GO:0060560","developmental growth involved in morphogenesis","6/79","233/12463",0.00357138127439633,0.036349376282721,0.0284454640826511,"12561/20983/20346/214968/20564/243743",6,3
"GO:19035301","GO:1903530","regulation of secretion by cell","9/79","488/12463",0.0036268985817799,0.036349376282721,0.0284454640826511,"12290/17260/20983/13839/18189/18750/108073/331461/17967",9,3
"GO:00217001","GO:0021700","developmental maturation","6/79","234/12463",0.00364716663394022,0.036349376282721,0.0284454640826511,"20983/210933/18027/18189/23859/56747",6,3
"GO:00425511","GO:0042551","neuron maturation","3/79","49/12463",0.00366223378067465,0.036349376282721,0.0284454640826511,"210933/18189/23859",3,3
"GO:0048644","GO:0048644","muscle organ morphogenesis","3/79","49/12463",0.00366223378067465,0.036349376282721,0.0284454640826511,"71371/20191/22762",3,3
"GO:0060537","GO:0060537","muscle tissue development","7/79","314/12463",0.00370530114403588,0.0365498223961071,0.0286023246206279,"17260/20191/22762/16526/20541/23966/17967",7,3
"GO:00313462","GO:0031346","positive regulation of cell projection organization","8/79","400/12463",0.00374731509805583,0.0367374817588541,0.0287491787955462,"12561/20983/234267/227541/19266/13837/331461/243743",8,3
"GO:00486391","GO:0048639","positive regulation of developmental growth","5/79","164/12463",0.00382155534665544,0.0369074253215362,0.0288821693445656,"12561/17260/20983/22762/17967",5,3
"GO:00305161","GO:0030516","regulation of axon extension","4/79","101/12463",0.00383493186563806,0.0369074253215362,0.0288821693445656,"12561/20346/214968/243743",4,3
"GO:00600781","GO:0060078","regulation of postsynaptic membrane potential","4/79","101/12463",0.00383493186563806,0.0369074253215362,0.0288821693445656,"14395/17260/24012/18189",4,3
"GO:00109762","GO:0010976","positive regulation of neuron projection development","7/79","317/12463",0.00390350737088857,0.0369074253215362,0.0288821693445656,"12561/20983/227541/19266/13837/331461/243743",7,3
"GO:0032793","GO:0032793","positive regulation of CREB transcription factor activity","2/79","15/12463",0.00394874274735256,0.0369074253215362,0.0288821693445656,"227541/13839",2,3
"GO:00485321","GO:0048532","anatomical structure arrangement","2/79","15/12463",0.00394874274735256,0.0369074253215362,0.0288821693445656,"20346/243743",2,3
"GO:1905939","GO:1905939","regulation of gonad development","2/79","15/12463",0.00394874274735256,0.0369074253215362,0.0288821693445656,"20346/22762",2,3
"GO:0046661","GO:0046661","male sex differentiation","4/79","102/12463",0.00397251386439564,0.0369074253215362,0.0288821693445656,"71371/20346/22762/94109",4,3
"GO:0051592","GO:0051592","response to calcium ion","4/79","102/12463",0.00397251386439564,0.0369074253215362,0.0288821693445656,"17260/20191/20983/18189",4,3
"GO:00069371","GO:0006937","regulation of muscle contraction","4/79","103/12463",0.00411340494374101,0.0377771327591847,0.0295627651129118,"20191/18750/12671/20541",4,3
"GO:0071333","GO:0071333","cellular response to glucose stimulus","4/79","103/12463",0.00411340494374101,0.0377771327591847,0.0295627651129118,"12290/13839/18189/19276",4,3
"GO:0071331","GO:0071331","cellular response to hexose stimulus","4/79","104/12463",0.00425764218622083,0.0388216336587974,0.0303801467536073,"12290/13839/18189/19276",4,3
"GO:00016671","GO:0001667","ameboidal-type cell migration","7/79","323/12463",0.00432407491206301,0.0388216336587974,0.0303801467536073,"17260/71371/20346/214968/18750/20541/12554",7,3
"GO:00488132","GO:0048813","dendrite morphogenesis","5/79","169/12463",0.00434141888598178,0.0388216336587974,0.0303801467536073,"20346/210933/19266/13839/331461",5,3
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","4/79","105/12463",0.00440526240751202,0.0388216336587974,0.0303801467536073,"12290/13839/18189/19276",4,3
"GO:00030132","GO:0003013","circulatory system process","7/79","325/12463",0.00447164366553102,0.0388216336587974,0.0303801467536073,"12290/20191/20346/12293/18750/12671/20541",7,3
"GO:0014808","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"20191/20541",2,3
"GO:00149121","GO:0014912","negative regulation of smooth muscle cell migration","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"17260/214968",2,3
"GO:00216021","GO:0021602","cranial nerve morphogenesis","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"20346/243743",2,3
"GO:0051481","GO:0051481","negative regulation of cytosolic calcium ion concentration","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"20191/20541",2,3
"GO:0097107","GO:0097107","postsynaptic density assembly","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"19266/18189",2,3
"GO:1903514","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","2/79","16/12463",0.00449436935349031,0.0388216336587974,0.0303801467536073,"20191/20541",2,3
"GO:0010035","GO:0010035","response to inorganic substance","7/79","328/12463",0.00470012517620386,0.0402559074849073,0.0315025479823924,"17260/20191/20983/18189/110862/23859/17967",7,3
"GO:00469281","GO:0046928","regulation of neurotransmitter secretion","4/79","107/12463",0.00471079768440405,0.0402559074849073,0.0315025479823924,"17260/20983/18750/108073",4,3
"GO:00218791","GO:0021879","forebrain neuron differentiation","3/79","54/12463",0.00482001043527169,0.0409700886998094,0.0320614355940804,"20346/212712/58208",3,3
"GO:00902571","GO:0090257","regulation of muscle system process","5/79","174/12463",0.00490999604195991,0.0415141464288463,0.0324871918565769,"17260/20191/18750/12671/20541",5,3
"GO:0014048","GO:0014048","regulation of glutamate secretion","2/79","17/12463",0.00507277067047048,0.0424412959759782,0.0332127393580542,"20983/108073",2,3
"GO:0014829","GO:0014829","vascular associated smooth muscle contraction","2/79","17/12463",0.00507277067047048,0.0424412959759782,0.0332127393580542,"12671/20541",2,3
"GO:0023061","GO:0023061","signal release","8/79","423/12463",0.0052365767313664,0.0435835917537683,0.0341066510792943,"12290/17260/20983/13839/18189/18750/19276/108073",8,3
"GO:19035391","GO:1903539","protein localization to postsynaptic membrane","3/79","56/12463",0.00533812564139392,0.0441985739634585,0.0345879098007962,"380702/23859/23888",3,3
"GO:0035050","GO:0035050","embryonic heart tube development","3/79","57/12463",0.00560925689276816,0.0462040851270284,0.0361573368888148,"17260/20191/20541",3,3
"GO:0072578","GO:0072578","neurotransmitter-gated ion channel clustering","2/79","18/12463",0.00568352000823649,0.0463366245294688,0.0362610565450292,"18189/380702",2,3
"GO:0098962","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","2/79","18/12463",0.00568352000823649,0.0463366245294688,0.0362610565450292,"72555/380702",2,3
"GO:00613871","GO:0061387","regulation of extent of cell growth","4/79","113/12463",0.00571233731683689,0.0463366245294688,0.0362610565450292,"12561/20346/214968/243743",4,3
"GO:00458441","GO:0045844","positive regulation of striated muscle tissue development","3/79","58/12463",0.00588852609502855,0.0470493234992781,0.0368187842152311,"17260/22762/17967",3,3
"GO:00481681","GO:0048168","regulation of neuronal synaptic plasticity","3/79","58/12463",0.00588852609502855,0.0470493234992781,0.0368187842152311,"72555/20983/380702",3,3
"GO:00486361","GO:0048636","positive regulation of muscle organ development","3/79","58/12463",0.00588852609502855,0.0470493234992781,0.0368187842152311,"17260/22762/17967",3,3
"GO:00313452","GO:0031345","negative regulation of cell projection organization","5/79","182/12463",0.00592701562222548,0.0471212485786882,0.0368750696999417,"20346/214968/18189/13837/270120",5,3
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","4/79","115/12463",0.00607542729461636,0.0480620436475096,0.0376112956018981,"319387/210933/12671/108073",4,3
"GO:19018631","GO:1901863","positive regulation of muscle tissue development","3/79","59/12463",0.00617599713160763,0.0486169626419162,0.0380455514252003,"17260/22762/17967",3,3
"GO:0003171","GO:0003171","atrioventricular valve development","2/79","19/12463",0.0063261946499344,0.0493134587833911,0.0385905994563393,"22762/20564",2,3
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","2/79","19/12463",0.0063261946499344,0.0493134587833911,0.0385905994563393,"22762/20564",2,3
"GO:00343293","GO:0034329","cell junction assembly","18/89","317/12463",7.26367394745415e-12,1.3147249844892e-08,1.07120075793508e-08,"14395/223254/18186/93742/234267/319387/12563/77569/18213/320873/171171/19266/74762/211323/243499/192167/331461/19272",18,4
"GO:00987423","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","13/89","143/12463",2.29617743911482e-11,2.07804058239891e-08,1.69312873273677e-08,"23965/319387/12563/320873/171171/19266/23964/74762/192167/331461/23966/19281/268902",13,4
"GO:00313463","GO:0031346","positive regulation of cell projection organization","19/89","400/12463",3.95039510587214e-11,2.38340504720952e-08,1.94193106783399e-08,"13047/16590/18186/16438/234267/23965/18213/19266/319974/24001/68732/13176/211323/192167/331461/19242/242274/243743/268902",19,4
"GO:00986093","GO:0098609","cell-cell adhesion","20/89","498/12463",2.2535781959596e-10,1.01974413367172e-07,8.30858698036684e-08,"16590/93742/16842/23965/319387/12563/320873/171171/19266/14924/23964/74762/23859/192167/331461/242274/23966/19281/268902/269152",20,4
"GO:00074163","GO:0007416","synapse assembly","12/89","146/12463",4.64280211696601e-10,1.6806943663417e-07,1.36938226649882e-07,"14395/223254/234267/319387/18213/171171/19266/74762/211323/243499/192167/331461",12,4
"GO:00109763","GO:0010976","positive regulation of neuron projection development","15/89","317/12463",6.05283142757692e-09,1.82593748065237e-06,1.48772225088338e-06,"13047/18186/16438/23965/18213/19266/24001/13176/211323/192167/331461/19242/242274/243743/268902",15,4
"GO:00519633","GO:0051963","regulation of synapse assembly","9/89","90/12463",1.40770528346699e-08,3.63992366153607e-06,2.96570692050714e-06,"223254/319387/18213/171171/19266/74762/243499/192167/331461",9,4
"GO:00990543","GO:0099054","presynapse assembly","7/89","43/12463",1.94955848119311e-08,3.99142666670319e-06,3.25210163422574e-06,"223254/18213/171171/19266/74762/192167/331461",7,4
"GO:19018883","GO:1901888","regulation of cell junction assembly","11/89","163/12463",2.06923503216301e-08,3.99142666670319e-06,3.25210163422574e-06,"223254/18186/319387/77569/18213/171171/19266/74762/243499/192167/331461",11,4
"GO:00017643","GO:0001764","neuron migration","11/89","164/12463",2.20520810315093e-08,3.99142666670319e-06,3.25210163422574e-06,"18186/234267/319387/18213/212712/171171/12661/319974/13176/74762/211323",11,4
"GO:00507693","GO:0050769","positive regulation of neurogenesis","17/89","476/12463",3.51461626576467e-08,5.78314131003096e-06,4.71194008453235e-06,"13047/16590/18186/16438/23965/18213/19266/24001/13176/211323/192167/331461/19242/242274/23966/243743/268902",17,4
"GO:19056063","GO:1905606","regulation of presynapse assembly","6/89","30/12463",5.78542217147395e-08,8.08056422398449e-06,6.58381534039097e-06,"223254/18213/171171/74762/192167/331461",6,4
"GO:00991723","GO:0099172","presynapse organization","7/89","50/12463",5.80372016087284e-08,8.08056422398449e-06,6.58381534039097e-06,"223254/18213/171171/19266/74762/192167/331461",7,4
"GO:00456663","GO:0045666","positive regulation of neuron differentiation","15/89","389/12463",9.22374019234929e-08,1.19249783915373e-05,9.71613534547471e-06,"13047/18186/16438/23965/18213/19266/24001/13176/211323/192167/331461/19242/242274/243743/268902",15,4
"GO:00991743","GO:0099174","regulation of presynapse organization","6/89","34/12463",1.28076055579578e-07,1.54545107066025e-05,1.25918985169817e-05,"223254/18213/171171/74762/192167/331461",6,4
"GO:00508033","GO:0050803","regulation of synapse structure or activity","12/89","242/12463",1.38464829182402e-07,1.56638338012592e-05,1.27624490581938e-05,"223254/140919/234267/319387/18213/171171/19266/74762/243499/192167/331461/19242",12,4
"GO:00071573","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","6/89","35/12463",1.5369304095815e-07,1.617794311049e-05,1.31813307925539e-05,"23965/19266/23964/192167/331461/23966",6,4
"GO:00508083","GO:0050808","synapse organization","15/89","406/12463",1.6088562209327e-07,1.617794311049e-05,1.31813307925539e-05,"14395/223254/18186/234267/319387/18213/171171/19266/18027/74762/211323/243499/192167/331461/19242",15,4
"GO:00107701","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","10/89","159/12463",1.84189866014155e-07,1.75465082887169e-05,1.42963990186056e-05,"13047/18186/18213/19266/24001/68732/211323/331461/243743/268902",10,4
"GO:00226042","GO:0022604","regulation of cell morphogenesis","15/89","456/12463",7.10850995660414e-07,6.42054557960666e-05,5.23127906776908e-05,"13047/16590/18186/18213/171171/71409/19266/24001/68732/211323/192167/331461/19242/243743/268902",15,4
"GO:00970903","GO:0097090","presynaptic membrane organization","4/89","11/12463",7.71779732836786e-07,6.42054557960666e-05,5.23127906776908e-05,"19266/243499/192167/331461",4,4
"GO:00508073","GO:0050807","regulation of synapse organization","11/89","233/12463",7.80397805256058e-07,6.42054557960666e-05,5.23127906776908e-05,"223254/234267/319387/18213/171171/19266/74762/243499/192167/331461/19242",11,4
"GO:19018903","GO:1901890","positive regulation of cell junction assembly","7/89","84/12463",2.16305449827652e-06,0.000170222984429587,0.000138692876525648,"18186/319387/18213/19266/243499/192167/331461",7,4
"GO:00519653","GO:0051965","positive regulation of synapse assembly","6/89","55/12463",2.44843958158671e-06,0.000184653151777998,0.000150450169026446,"319387/18213/19266/243499/192167/331461",6,4
"GO:00989171","GO:0098917","retrograde trans-synaptic signaling","4/89","15/12463",3.1233308216465e-06,0.000226129151487206,0.0001842436413106,"223254/23964/18795/192167",4,4
"GO:00069353","GO:0006935","chemotaxis","13/89","397/12463",4.46564554048577e-06,0.000297131343694867,0.000242094220713293,"16590/18186/16842/14388/18213/18028/23964/12661/13176/211323/19242/243743/268902",13,4
"GO:00431131","GO:0043113","receptor clustering","6/89","61/12463",4.53163071222977e-06,0.000297131343694867,0.000242094220713293,"23859/243499/192167/14806/19242/242274",6,4
"GO:00991733","GO:0099173","postsynapse organization","9/89","177/12463",4.59650697428523e-06,0.000297131343694867,0.000242094220713293,"223254/18186/18213/171171/19266/243499/192167/331461/19242",9,4
"GO:00423303","GO:0042330","taxis","13/89","400/12463",4.84750348695942e-06,0.000302551079703329,0.000246510068429406,"16590/18186/16842/14388/18213/18028/23964/12661/13176/211323/19242/243743/268902",13,4
"GO:00107693","GO:0010769","regulation of cell morphogenesis involved in differentiation","11/89","309/12463",1.1895179521173e-05,0.000717675831110773,0.000584741982777664,"13047/18186/18213/19266/24001/68732/211323/192167/331461/243743/268902",11,4
"GO:00440891","GO:0044089","positive regulation of cellular component biogenesis","13/89","440/12463",1.35237651691865e-05,0.000789613385684761,0.000643354668999332,"16590/18186/234267/319387/77569/18213/19266/320472/319974/68732/243499/192167/331461",13,4
"GO:00615643","GO:0061564","axon development","13/89","445/12463",1.52481671107491e-05,0.000862474452201746,0.000702719806649983,"18186/18213/171171/18028/23964/12661/319974/24001/13176/211323/19242/243743/268902",13,4
"GO:0098698","GO:0098698","postsynaptic specialization assembly","4/89","23/12463",1.93956648142199e-05,0.00106382282768903,0.000866772772080449,"18213/171171/19266/192167",4,4
"GO:01400581","GO:0140058","neuron projection arborization","4/89","24/12463",2.31481642704053e-05,0.00123229933321863,0.00100404266696092,"18186/171171/192167/19242",4,4
"GO:00074093","GO:0007409","axonogenesis","12/89","407/12463",3.05630404910045e-05,0.00158054580824909,0.00128778405196684,"18186/18213/171171/18028/23964/12661/319974/24001/13176/211323/243743/268902",12,4
"GO:0099068","GO:0099068","postsynapse assembly","4/89","27/12463",3.76112869164558e-05,0.0018910119255218,0.00154074306929692,"18213/171171/19266/192167",4,4
"GO:00507721","GO:0050772","positive regulation of axonogenesis","6/89","89/12463",4.04237100884363e-05,0.0019774841962181,0.00161119823140538,"18186/18213/24001/211323/243743/268902",6,4
"GO:00995603","GO:0099560","synaptic membrane adhesion","4/89","29/12463",5.03486552234024e-05,0.00239818594616732,0.00195397412653703,"171171/19266/74762/192167",4,4
"GO:00516682","GO:0051668","localization within membrane","6/89","98/12463",6.95625169359657e-05,0.00322841424754097,0.00263042068089846,"23859/243499/192167/14806/19242/242274",6,4
"GO:19000061","GO:1900006","positive regulation of dendrite development","6/89","99/12463",7.36297385792124e-05,0.00325686338717798,0.00265360023578735,"13047/19266/211323/192167/331461/19242",6,4
"GO:00400132","GO:0040013","negative regulation of locomotion","9/89","251/12463",7.37742535217112e-05,0.00325686338717798,0.00265360023578735,"18186/77569/52662/18795/211323/19242/19281/268902/19272",9,4
"GO:00100011","GO:0010001","glial cell differentiation","8/89","198/12463",8.27864349568051e-05,0.00356770112551946,0.00290686203946075,"93742/16842/20678/18213/18028/211323/19242/23966",8,4
"GO:0099084","GO:0099084","postsynaptic specialization organization","4/89","35/12463",0.000107426166190332,0.00452189211173256,0.0036843098857443,"18213/171171/19266/192167",4,4
"GO:0070252","GO:0070252","actin-mediated cell contraction","5/89","67/12463",0.000113017652315729,0.00464913524298796,0.00378798399268748,"93742/77569/12293/109676/238161",5,4
"GO:0031643","GO:0031643","positive regulation of myelination","3/89","16/12463",0.000184316829058475,0.00731150280742262,0.00595720583495149,"93742/211323/23966",3,4
"GO:00423913","GO:0042391","regulation of membrane potential","10/89","349/12463",0.000185817198420685,0.00731150280742262,0.00595720583495149,"14395/12293/18213/320127/109676/110862/192167/14806/238161/19242",10,4
"GO:00488133","GO:0048813","dendrite morphogenesis","7/89","169/12463",0.000201650710636875,0.00776569757984563,0.00632727089814698,"13047/223254/18186/19266/192167/331461/19242",7,4
"GO:0042552","GO:0042552","myelination","6/89","120/12463",0.000212974735101958,0.008030922302803,0.00654336850609305,"93742/18213/218442/211323/19242/23966",6,4
"GO:00071562","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","5/89","77/12463",0.00021862839065339,0.00807586504250279,0.00657998658013749,"23965/12563/320873/19281/268902",5,4
"GO:0007272","GO:0007272","ensheathment of neurons","6/89","122/12463",0.000233011026440821,0.0082696070168213,0.00673784206488319,"93742/18213/218442/211323/19242/23966",6,4
"GO:0008366","GO:0008366","axon ensheathment","6/89","122/12463",0.000233011026440821,0.0082696070168213,0.00673784206488319,"93742/18213/218442/211323/19242/23966",6,4
"GO:00508043","GO:0050804","modulation of chemical synaptic transmission","11/89","431/12463",0.000239577912760257,0.00833915427107817,0.00679450720196599,"16590/67847/320127/227120/171171/19266/18795/13176/192167/14806/19242",11,4
"GO:00991773","GO:0099177","regulation of trans-synaptic signaling","11/89","432/12463",0.000244411653787988,0.00834688855389168,0.00680080887700043,"16590/67847/320127/227120/171171/19266/18795/13176/192167/14806/19242",11,4
"GO:00219533","GO:0021953","central nervous system neuron differentiation","7/89","176/12463",0.000258649265532312,0.00866954019654601,0.0070636963159994,"18186/20678/212712/18028/13176/243743/268902",7,4
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","5/89","81/12463",0.000277241622463434,0.00912376975743301,0.00743378972385208,"16590/18186/14388/18213/319974",5,4
